NÚM_REGISTRE,NOM_ENTITAT,ADREÇA,CP,MUNICIPI,COMARCA,TELÈFON_FAX,CORREU_ELECTRÒNIC,TIPUS_ENTITAT,MODALITATS
01902,CLUB DE FUTBOL CAN BOADA,"Dos de Maig, 45 - Grups Can Boada -",08225,Terrassa,Vallès Occidental,93-7338133 /,cfcanboada@yahoo.es,Clubs i Associacions Esportives,Futbol
01903,PEÑA AT. SAN JOSE,"Isabel la Católica, 32",08901,"Hospitalet de Llobregat, l'",Barcelonès,93-3380301 /,,Clubs i Associacions Esportives,Futbol
01905,SPORT CLUB CORNELLA,"CTRA D'ESPLUGUES, 238 -BAR-",08940,Cornellà de Llobregat,Baix Llobregat,93-3763074 /,,Clubs i Associacions Esportives,Futbol
01906,A.T. MIRASOL,"Sant Cugat-Papiol, 125",08190,Sant Cugat del Vallès,Vallès Occidental,93-6742439 /,,Clubs i Associacions Esportives,Futbol
01907,U.D. MONTSERRAT IGUALADA,"Mossen Josep Forn, 23",08700,Igualada,Anoia,93-8043051 /,,Clubs i Associacions Esportives,Futbol
01908,C.F. CHURRERIA,"Poeta Maragall, 11",08100,Mollet del Vallès,Vallès Oriental,93-5931693 /,,Clubs i Associacions Esportives,Futbol
01909,CLUB ESPORTIU VALLDEMIA-MARISTES,"c/ La Riera, 124-182",08301,Mataró,Maresme,93-7554860 /,valldemia@maristes.cat,Clubs i Associacions Esportives,"Basquetbol, Futbol, Futbol sala (Futbol cinc), Futbol sala (Futbol cinc), Gimnàstica, Gimnàstica ritmica, Judo, Karate, Korfbal, Patinatge sobre rodes, Patinatge sobre rodes, Voleibol"
01910,A.T. MERINALES,"Tenerife, 38",08205,Sabadell,Vallès Occidental,93-7262503 /,,Clubs i Associacions Esportives,Futbol
01911,U.E. SPORTING PENYA PAGEO,"MASSANA, 13, 1R.1R.",17005,Girona,Gironès,972-219699 /,,Clubs i Associacions Esportives,Futbol
01912,REAL COIN C.F.,M. JACINTO VERDAGUER 201,08830,Sant Boi de Llobregat,Baix Llobregat,93-6544289 /,,Clubs i Associacions Esportives,Futbol
01913,A.T. TONENC,"Vic, 5",08551,Tona,Osona,93-8870155 /,,Clubs i Associacions Esportives,Futbol
01914,U.D. ESTRELLA DEL VALLES,"CAMPANTIQUET, 28, 3R. 1R.",08100,Mollet del Vallès,Vallès Oriental,93-5932701 /,,Clubs i Associacions Esportives,Futbol
01916,"UNIO ESPORTIVA OLOT, SAD","Països Catalans, s/n",17800,Olot,Garrotxa,972-260698 / 972260698,ueolot@ueolot.com,Societats Anònimes Esportives,Futbol
01917,CLUB ESPORTIU LLANÇA,"8 de març, s/n - Camp Municipa Futbol -",17490,Llançà,Alt Empordà,665836040 /,info@cellanca.cat,Clubs i Associacions Esportives,Futbol
01918,UNIO ESPORTIVA GURB,"Sant Bertomeu, s/n",08519,Gurb,Osona,938891273 /,uegurb@gurb.net,Clubs i Associacions Esportives,"Basquetbol, Futbol, Gimnàstica, Gimnàstica ritmica, Patinatge artístic"
01922,CENTRE CULTURAL I ESPORTIU DE CREIXELL,Navarra s/n (Hotel d'entitats),43838,Creixell,Tarragonès,977-801697 /,,Clubs i Associacions Esportives,"Basquetbol, Futbol, Patinatge artístic"
01923,ASSOCIACIO ESPORTIVA PARE MANYANET,"Pare Manyanet, 25",43205,Reus,Baix Camp,977-330832 /,aeparemanyanet@gmail.com,Clubs i Associacions Esportives,"Atletisme, Basquetbol, Escacs, Futbol, Gimnàstica ritmica, Judo, Tennis taula"
01924,CANET FUTBOL CLUB,"Misericòrdia, s/n",08360,Canet de Mar,Maresme,937941261 /,canet_fc@yahoo.es,Clubs i Associacions Esportives,Futbol
01925,MOLINS DE REI C.F.,"Esperanto, s/n",08750,Molins de Rei,Baix Llobregat,93-6681725 /,molinscf@gmail.com,Clubs i Associacions Esportives,"Futbol Onze, Futbol Set"
01926,ASSOCIACIO ESPORTIVA LES CORTS,"Travessera de Les Corts, 252-254",08014,Barcelona,Barcelonès,934392704 / 934392704,laura.mateo@ubae.cat,Clubs i Associacions Esportives,"Basquetbol, Futbol sala (Futbol cinc), Gimnàstica Estètica de Grup, Gimnàstica ritmica, Handbol, Korfbal"
01927,FEDERACIO CATALANA DE JUDO I DISCIPLINES ASSOCIADES,"Saragossa, núm. 7, planta 2",08214,Badia del Vallès,Vallès Occidental,93-2681900 /,,Federacions,"Aikido, Defensa personal, Jiu-jitsu, Judo, Kendo, Nihon-tai-jitsu, Wu-shu, kempo (Judo)"
01928,SOCIETAT DE CAÇADORS EL CIERVO,"Josep Maria de Segarra, 13 -Urbanizació Santa Rosa",08758,Cervelló,Baix Llobregat,933353803 /,,Clubs i Associacions Esportives,Caça
01929,SOCIETAT DE CAÇADORS DE TORRELLES DE LLOBREGAT,"del Ajuntament, s/n",08629,Torrelles de Llobregat,Baix Llobregat,607787007 /,,Clubs i Associacions Esportives,"Caça, Caça fotogràfica  (Caça), Coloms a braç (Caça), Concursos de caça petita amb gos (Caça), Concursos de gossos  de caça (Caça), Falconeria, Ocells fringíl·lids, Recorreguts de caça, Sant Umbert (Caça)"
01930,SOCIETAT DE CAÇADORS PUIG D'AGUILERA D'ODENA,"Huertas, 4",08711,Òdena,Anoia,93-8042990 /,,Clubs i Associacions Esportives,Caça
01932,SOCIETAT DE CAÇADORS VILANOVA DE SAU,"Verdaguer, 7",08519,Vilanova de Sau,Osona,/,cotosocietatvilanovadesau@gmail.com,Clubs i Associacions Esportives,"Caça, Caça fotogràfica  (Caça), Coloms a braç (Caça), Concursos de caça petita amb gos (Caça), Concursos de gossos  de caça (Caça), Falconeria, Ocells fringíl·lids, Recorreguts de caça, Sant Umbert (Caça)"
01933,SOCIETAT DE CAÇADORS SANTA MARIA DE CORCO,"Padró, 31",08511,Santa Maria de Corcó,Osona,93-8568082 /,,Clubs i Associacions Esportives,Caça
01935,SOCIETAT CAÇADORS DE GUARDIOLA DE FONT-RUBI,"Catalunya, s/n",08739,Font-rubí,Alt Penedès,938979375 /,,Clubs i Associacions Esportives,"Caça, Caça fotogràfica  (Caça), Coloms a braç (Caça), Concursos de caça petita amb gos (Caça), Concursos de gossos  de caça (Caça), Falconeria, Ocells fringíl·lids, Recorreguts de caça, Sant Umbert (Caça)"
01936,SOCIETAT DE CAÇADORS PERAFITENCS,"Major, 4",08589,Perafita,Osona,93-8511008 /,josep.guixaro@gmail.com,Clubs i Associacions Esportives,"Caça, Caça fotogràfica  (Caça), Coloms a braç (Caça), Concursos de caça petita amb gos (Caça), Concursos de gossos  de caça (Caça), Falconeria, Ocells fringíl·lids, Recorreguts de caça, Sant Umbert (Caça)"
01937,SOCIETAT DE CAÇADORS LA PALMA DE CERVELLO,"Catalunya, 61",08756,"Palma de Cervelló, la",Baix Llobregat,/,,Clubs i Associacions Esportives,"Caça, Caça fotogràfica  (Caça), Coloms a braç (Caça), Concursos de caça petita amb gos (Caça), Concursos de gossos  de caça (Caça), Falconeria, Ocells fringíl·lids, Recorreguts de caça, Sant Umbert (Caça)"
01938,CLUB BALONMANO CALELLA,"Església, 334",08370,Calella,Maresme,93-7662063 /,,Clubs i Associacions Esportives,Handbol
01939,CLUB HOQUEI CASTELLET,PABELLO MUNICIPAL.,08295,Sant Vicenç de Castellet,Bages,93-8330320 /,,Clubs i Associacions Esportives,"Hoquei sobre patins, Patinatge artístic, Patinatge sobre rodes"
01940,CLUB PATIN DASPA,"AMILCAR, 10",08031,Barcelona,Barcelonès,/,,Clubs i Associacions Esportives,"Patinatge artístic, Patinatge sobre rodes"
01941,CLUB DE ESQUI DAUMAR,"ANGLÍ, 54",08017,Barcelona,Barcelonès,93-2038778 /,,Clubs i Associacions Esportives,"Basquetbol, Esports Hivern (veure esports neu gel trineu), Excursionisme, Futbol, Futbol sala (Futbol cinc), Judo, Tennis"
01942,CLUB NAUTIC VILASSAR DE MAR,"Canonge Almera, s/n",08340,Vilassar de Mar,Maresme,/,,Clubs i Associacions Esportives,Vela
01943,ASSOCIACIO TKD BARCELONA,"Madrid, 136 entl.",08028,Barcelona,Barcelonès,/,,Clubs i Associacions Esportives,Activitats físico-esportives
01944,CLUB ESQUI PUIGMAL,"Ronda de Sant Antoni, núm. 70 Pral.2a.",08001,Barcelona,Barcelonès,93-3019733 /,,Clubs i Associacions Esportives,"Escalada, Espeleologia, Esqui de fons, Esquí alpí, Excursionisme"
01945,CENTRE EXCURSIONISTA FLAMA,"Tenor Viñas, s/n",08430,"Roca del Vallès, la",Vallès Oriental,/,,Clubs i Associacions Esportives,Excursionisme
01947,SOCIEDAD DEPORTIVA DE LA RIBERA,"LA NAU, 3 (BAR CHIC-COFFEE)",08003,Barcelona,Barcelonès,93-3154474 /,,Clubs i Associacions Esportives,Futbol
01948,SOCIETAT CAÇADORS SANT QUINTI DE MEDIONA,"Neus Català, 5",08777,Sant Quintí de Mediona,Alt Penedès,686016554 /,,Clubs i Associacions Esportives,Caça
01949,UNIO ESPORTIVA SANT FELIU DE LLOBREGAT,"Santiago Rusinyol, s/n -Palau d'Esports-",08980,Sant Feliu de Llobregat,Baix Llobregat,93-6668162 /,info@unes.cat,Clubs i Associacions Esportives,"Atletisme, Basquetbol, Esgrima, Natació, Tennis, Tennis taula, Voleibol"
01950,CLUB PETANCA MONTILIVI,"GRUP GIRONA PER GIRONA, ESCALA 4 BAIXOS",17003,Girona,Gironès,/,,Clubs i Associacions Esportives,Petanca
01952,CLUB D'ESCACS SANAUJA,"Valls, s/n",25753,Sanaüja,Segarra,973-476014 /,,Clubs i Associacions Esportives,"Escacs, Espeleologia, Natació"
01953,CLUB ESPORTIU BASQUET CADIRA DE RODES CEM L'HOSPITALET DE LLOBREGAT,Carmen Amaya,08902,"Hospitalet de Llobregat, l'",Barcelonès,93-1793947 /,bcrcem@gmail.com,Clubs i Associacions Esportives,"Atletisme, Basquetbol, Hoquei en cadira de rodes, Natació, Voleibol"
01954,CLUB UNIVERSITARI D'ESQUI,"AV.DR.GREGORIO MARAÑÓN,S/N",08028,Barcelona,Barcelonès,93-3336028 /,,Clubs Universitaris,Esquí alpí
01955,EL MASNOU BASQUETBOL,"Ciutat de Sant Sebastià, 14",08320,"Masnou, el",Maresme,93-5551836 /,emb@elmasnoubasquetbol.cat,Clubs i Associacions Esportives,Basquetbol
01957,SOCIETAT DE CAÇADORS DE PALAFOLLS,"Can Batlle, 8, 1r 4ª",08389,Palafolls,Maresme,669024369 /,,Clubs i Associacions Esportives,"Caça, Caça fotogràfica  (Caça), Coloms a braç (Caça), Concursos de caça petita amb gos (Caça), Concursos de gossos  de caça (Caça), Falconeria, Ocells fringíl·lids, Recorreguts de caça, Sant Umbert (Caça)"
01958,FEDERACIO CATALANA DE BITLLES I BOWLING,"Guipúscoa,  23-25, 5è-B",08018,Barcelona,Barcelonès,93 461 89 08 / 93 461 89 08,gerencia.fcbb@fcbb.cat,Federacions,"Bitlles, Bitlles catalanes, Bolo celta, Bolo leonés, Bolo palma, Bowling, Bowling ninepin, Bowling tenpin"
01959,FEDERACIO CATALANA DE TENNIS DE TAULA,"Duquesa d'Orleans, 29 Interior",08034,Barcelona,Barcelonès,93-2800300 /,,Federacions,Tennis taula
01960,FEDERACIO CATALANA DE BILLAR,"Rambla Guipúscoa, 23-25, 3er A",08018,Barcelona,Barcelonès,93-4535310 /,fcbillar@fcbillar.org,Federacions,"Billar, Billar de  Troneres, Billar de carambola"
01961,FEDERACIO AERIA CATALANA,"Rambla Guipúscoa núm. 23, 5C",08018,Barcelona,Barcelonès,93-4575328 /,,Federacions,"Acrobàcia, Aeromodelisme, Aerostació, Ala Delta, Construcció amateur, Esports aeris, Paracaigudisme, Paramotor, Parapent, Raquetbol, Ultralleugers, Vol a motor, Vol a vela, Vol en túnel de vent (indoor skydiving)"
01963,C.F. ESPLAIS DE CASTELLO,"Francesc Macià, s/n",17486,Castelló d'Empúries,Alt Empordà,972-250308 /,cfesplais@gmail.com,Clubs i Associacions Esportives,"Basquetbol, Futbol"
01965,C.F. BARRI FONT,"Roure, 4 bxos.",08292,Esparreguera,Baix Llobregat,93-7772910 /,,Clubs i Associacions Esportives,Futbol
01966,C.D. LA SALLE TORREFORTA,"San Benildo, 15",43000,Tarragona,Tarragonès,977-211015 /,,Clubs i Associacions Esportives,"Atletisme, Basquetbol, Futbol, Natació, Tennis taula"
01967,C.F. RIUDECANYES,"Dilluns, 56",43771,Riudecanyes,Baix Camp,/,,Clubs i Associacions Esportives,Futbol
01968,SPORTING VILALLER,CASA SISCARRI,25552,Vilaller,Alta Ribagorça,/,,Clubs i Associacions Esportives,Futbol
01969,U.D. SIGLO XXI,"SANTA ANA, 40 (BAR CORDOBES)",08290,Cerdanyola del Vallès,Vallès Occidental,93-6925895 /,,Clubs i Associacions Esportives,Futbol
01970,C.F. CALDERON,"Calderon de la Barca, 92",08914,Badalona,Barcelonès,93-3990489 /,,Clubs i Associacions Esportives,Futbol
01971,C.D. FEDERACION FARMACEUTICA,"Ausias Marc, 101-103",08013,Barcelona,Barcelonès,93-2253151 /,,Clubs i Associacions Esportives,Futbol
01972,A.T. SAN ADRIAN,"Ntra. Sra. del Carmen, 151",08930,Sant Adrià de Besòs,Barcelonès,93-3811019 /,,Clubs i Associacions Esportives,Futbol
01973,CLUB DELFINES LA PAZ,"G. La Pau, 50",08020,Barcelona,Barcelonès,93-3136129 /,,Clubs i Associacions Esportives,"Futbol, Futbol sala (Futbol cinc)"
01974,ASSOCIACIO ESPORTIVA PROSPERITAT,"del Pou, 21",08016,Barcelona,Barcelonès,93-3501267 /,,Clubs i Associacions Esportives,Futbol
01975,C.F. PROVENÇALENC,"Sant Joan de Malta, 45",08018,Barcelona,Barcelonès,93-2663685 /,,Clubs i Associacions Esportives,Futbol
01976,RACING BARCELONA,"AV. PARAL.LEL, 21",08004,Barcelona,Barcelonès,93-2531074 /,,Clubs i Associacions Esportives,Futbol
01977,C.F. CASALS,"Ponze de León, 3-5 -Bar Gran Miami-",08031,Barcelona,Barcelonès,93-3546837 /,,Clubs i Associacions Esportives,Futbol
01978,UNIO DEPORTIVA VILADECANS,"Ferran i Clua, 10-12",08840,Viladecans,Baix Llobregat,"93,658,43.96 / 93.658.43.96",administracion@udviladecans.com,Clubs i Associacions Esportives,Futbol
01980,PRIOK F.C.,"BUSCARONS, 19",08022,Barcelona,Barcelonès,93-2471169 /,,Clubs i Associacions Esportives,Futbol
01981,C.D. LACAMBRA,La Farga Lacambra,08519,"Masies de Voltregà, les",Osona,93-8590400 /,,Clubs i Associacions Esportives,Futbol
01982,PEÑA OASIS,"Vallparda, 124",08904,"Hospitalet de Llobregat, l'",Barcelonès,93-2491180 /,,Clubs i Associacions Esportives,Futbol
01984,U.D.R. SAN JOSE OBRERO,"VIRGEN MACARENA, 5",43204,Reus,Baix Camp,977-342738 /,,Clubs i Associacions Esportives,Futbol
01985,C.F. BATET,"San Ferreol, 12",17800,Olot,Garrotxa,972-265401 /,,Clubs i Associacions Esportives,Futbol
01986,F.C. DARNIUS,PL. MAYOR   S/N,17722,Darnius,Alt Empordà,972-535049 /,,Clubs i Associacions Esportives,Futbol
01987,CLUB DE FUTBOL LA ROCA PENYA BLANC BLAVA,"Catalunya, 12",08430,"Roca del Vallès, la",Vallès Oriental,938422410 /,avelinopbb@hotmail.com,Clubs i Associacions Esportives,Futbol
01988,INSTALACIONES LOYANT,"AV. REPUBLICA ARGENTINA, 62",08940,Cornellà de Llobregat,Baix Llobregat,93-3761190 /,,Clubs i Associacions Esportives,Futbol
01990,CLUB FUTBOL TORNABOUS,"de la Vila, 1",25331,Tornabous,Urgell,62094313193 / 973570233,cftornabous1@hotmail.com,Clubs i Associacions Esportives,Futbol
01991,C.F. LA SALUD,"Echegaray, 19",08914,Badalona,Barcelonès,93-3879717 /,,Clubs i Associacions Esportives,Futbol
01992,A.T. MESINA,"Mogent, 17 -Barri Besos-",08019,Barcelona,Barcelonès,93-3131149 /,,Clubs i Associacions Esportives,Futbol
01993,C.D. FUERTEBESOS,"GRAN VIA CORTS CATALANES, 28",08930,Sant Adrià de Besòs,Barcelonès,93-3813579 /,,Clubs i Associacions Esportives,Futbol
01994,C.F. COTONAT,"Cotonat, 42",08904,"Hospitalet de Llobregat, l'",Barcelonès,93-3348888 /,,Clubs i Associacions Esportives,Futbol
01995,SANT GENIS PENITENTS CLUB DEPORTIVO,Samaria 9-19,08035,Barcelona,Barcelonès,606075104 /,pbvillaverde@hotmail.com,Clubs i Associacions Esportives,"Futbol, Futbol sala (Futbol cinc)"
01996,SOCIEDAD DEPORTIVA PALMEIRAS DEL GUINARDO,"TELEGRAFOS, 52  (BAR BOTA DE ORO)",08026,Barcelona,Barcelonès,93-4562648 /,,Clubs i Associacions Esportives,Futbol
01997,CLUB CENTRO CULTURAL DEPORTIVO TURO DE LA PEIRA,"Aneto, 33  Bxos.",08031,Barcelona,Barcelonès,93-4293161 /,ccdturodelapeira@hotmail.com,Clubs i Associacions Esportives,Futbol
01998,L'UNIO ESPORTIVA SANT CLIMENT LLOBREGAT,"RAFEL CASANOVAS, 7",08849,Sant Climent de Llobregat,Baix Llobregat,93-6582734 /,,Clubs i Associacions Esportives,"Ciclisme, Futbol, Futbol sala (Futbol cinc)"
01999,CLUB LA COLINA,"MILAN, 3",08914,Badalona,Barcelonès,/,,Clubs i Associacions Esportives,Futbol
02001,CLUB ESPORTIU LLAVANERES,"Joaquin Matas, s/n",08392,Sant Andreu de Llavaneres,Maresme,93-7926571 /,,Clubs i Associacions Esportives,Futbol
02002,U.E. JAFRE,"El Padró, s/n",17143,Jafre,Baix Empordà,972768164 /,,Clubs i Associacions Esportives,Futbol
02004,C.F. VILADROSA,"Tissó, 59",08016,Barcelona,Barcelonès,93-3505181 /,,Clubs i Associacions Esportives,Futbol
02005,CLUB DE FUTBOL ULLASTRELL,"Sant Jaume, 1",08231,Ullastrell,Vallès Occidental,93-7332198 /,cfullastrell@hotmail.com,Clubs i Associacions Esportives,Futbol
02006,SPORTING FLOMESTA C.F.,"TINENT FLOMESTA, 20",08028,Barcelona,Barcelonès,93-2401049 /,,Clubs i Associacions Esportives,Futbol
02008,CLUB DE FUTBOL SANT CEBRIA DE VALLALTA,"Centre, 27 bxos.",08396,Sant Cebrià de Vallalta,Maresme,93-7630087 /,,Clubs i Associacions Esportives,Futbol
02009,A.T. CANOVELLENSE,"Centelles, 3 3r. 1a.",08420,Canovelles,Vallès Oriental,93-8494306 /,,Clubs i Associacions Esportives,Futbol
02010,U.D. JUVENTUD SEXAMO,"LLUIS COMPANYS, B-64",08130,Santa Perpètua de Mogoda,Vallès Occidental,93-5601916 /,,Clubs i Associacions Esportives,Futbol
02012,C.F. TRES CAMPANAS,"Lepanto, 55",08191,Rubí,Vallès Occidental,93-6994505 /,,Clubs i Associacions Esportives,Futbol
02014,C.F. LLOREDA,"Lloreda, s/n (camp de futbol)",08914,Badalona,Barcelonès,662124995 /,cflloreda@cflloreda.com,Clubs i Associacions Esportives,Futbol
02015,CLUB FUTBOL CAMOS,"Església, s/n",17834,Camós,Pla de l'Estany,699874242 /,cfcamos@gmail.com,Clubs i Associacions Esportives,Futbol
02016,FITSA SPORT C.F.,GOYA 2,08302,Mataró,Maresme,93-7980250 /,,Clubs i Associacions Esportives,Futbol
02017,CLUB DE FUTBOL LA RIERA,"Sant Pau, 12",43762,"Riera de Gaià, la",Tarragonès,977-655152 /,,Clubs i Associacions Esportives,Futbol
02018,CLUB ESPORTIU SANT GABRIEL,Dolors Ibarruri s/n,08930,Sant Adrià de Besòs,Barcelonès,93-3813440 /,secretaria@santgabriel.com,Clubs i Associacions Esportives,Futbol
02019,RAYO AZUL,"SARDANA, 20",08240,Manresa,Bages,93-8737929 /,,Clubs i Associacions Esportives,Futbol
02020,CLUB DEPORTIVO FONTSANTA-FATJO,"Conca de Barberà, 3 Bxos.",08940,Cornellà de Llobregat,Baix Llobregat,93-3771031 /,cdfontsantafarjo@gmail.com,Clubs i Associacions Esportives,Futbol
02021,CLUB ESPORTIU JUNCARIA,"Valencia, 9, 1r D",17600,Figueres,Alt Empordà,972-508379 /,cejuncaria@gmail.com,Clubs i Associacions Esportives,"Futbol, Futbol sala (Futbol cinc)"
02022,C.F.R. BODEGON,"XIFRE, 5",08903,"Hospitalet de Llobregat, l'",Barcelonès,/,,Clubs i Associacions Esportives,Futbol
02023,CLUB ESPORTIU IVARS D'URGELL,"1 de Maig, s/n",25260,Ivars d'Urgell,Pla d'Urgell,973-580231 /,infoceivars@gmail.com,Clubs i Associacions Esportives,"Futbol, Futbol sala (federació futbol sala)"
02024,F.C. GLADIADOR,"RAMBLA POBLE NOU, 34  BAR LA TERTULIA",08005,Barcelona,Barcelonès,93-3094342 /,,Clubs i Associacions Esportives,Futbol
02025,BORINOTS F.C.,"CAMÍ RAL, 640",08302,Mataró,Maresme,93-7980335 /,,Clubs i Associacions Esportives,Futbol
02026,C.D. SIGUENZA,"Llobregós, 192",08032,Barcelona,Barcelonès,93-4203295 /,,Clubs i Associacions Esportives,Futbol
02027,U.D. SAN PEDRO Y SAN PABLO,URBANITZACIO SAN PEDRO Y SAN PABLO,43007,Tarragona,Tarragonès,/,,Clubs i Associacions Esportives,Futbol
02028,C.F. SALT,"Països Catalans, s/n",17190,Salt,Gironès,972-233472 /,,Clubs i Associacions Esportives,Futbol
02029,ASOCIACION R. ATLETICO PIFERRER,"Alella, 27",08016,Barcelona,Barcelonès,/,atpiferrer@gmail.com,Clubs i Associacions Esportives,"Futbol, Futbol sala (Futbol cinc), Petanca"
02031,A.T. PADRO,"Torres i Bages, 62",08940,Cornellà de Llobregat,Baix Llobregat,93-3765502 /,,Clubs i Associacions Esportives,Futbol
02033,C.F. BENIFALLET,"Marcel·li Domingo, 21",43512,Benifallet,Baix Ebre,977-462008 /,,Clubs i Associacions Esportives,Futbol
02034,CLUB POLIESPORTIU SANTA PAU,"Pla Les Bohigues, s/n",17811,Santa Pau,Garrotxa,972-680125 /,cpsantapau@hotmail.com,Clubs i Associacions Esportives,"Basquetbol, Futbol, Futbol sala (Futbol cinc), Tennis"
02035,C.F. CALDERS,"Major, 1",08279,Calders,Moianès,93-8303000 /,calderscf@gmail.com,Clubs i Associacions Esportives,Futbol
02036,C.D. RAYO LAS PLANAS,"Indústria, 31",08970,Sant Joan Despí,Baix Llobregat,/,,Clubs i Associacions Esportives,Futbol
02037,C.F. CASSERRAS,"Bisbe Comelles, 59",08693,Casserres,Berguedà,93-8234103 /,,Clubs i Associacions Esportives,Futbol
02038,A.D.C.F. INDUSTRIA,"Indústria, 27",17500,Ripoll,Ripollès,972-700933 /,,Clubs i Associacions Esportives,Futbol
02039,C.F. A.A.V.V. CAN TINTORE,"Pedro el Grande, 3",08850,Gavà,Baix Llobregat,93-6626445 /,,Clubs i Associacions Esportives,Futbol
02040,U.D. MOLINOS,"Almeria, s/n",08304,Mataró,Maresme,93-7991410 /,udmolinos@hotmail.com,Clubs i Associacions Esportives,Futbol
02041,C.D. ALEGRIA,"Maresme, 168",08019,Barcelona,Barcelonès,93-3071047 /,,Clubs i Associacions Esportives,Futbol
02042,C.R.D. UNION DE LA SALUD,"Poblet, 8  -Poble Nou de la Salut-",08202,Sabadell,Vallès Occidental,93-7252917 /,,Clubs i Associacions Esportives,Futbol
02043,C.F. DINAMO DE MONTORNES,"11 de setembre, 14 bxos.",08170,Montornès del Vallès,Vallès Oriental,93-5681196 /,,Clubs i Associacions Esportives,Futbol
02044,FUTBOL CLUB HORTONENC,"Major, 37 - Casa de la Vila -",08791,Sant Llorenç d'Hortons,Alt Penedès,93-7716302 /,fc.hortonenc@gmail.com,Clubs i Associacions Esportives,Futbol
02046,C.D. RAYO CARTELLA,"Cartellà, 140",08031,Barcelona,Barcelonès,93-3585250 /,,Clubs i Associacions Esportives,Futbol
02047,RANCING SPU'81,CASA CAMPO CAN CANAL,08459,Sant Pere de Vilamajor,Vallès Oriental,93-8450787 /,,Clubs i Associacions Esportives,Futbol
02049,A.T. LA CABRA,"Josep Maria Pallars, 14",08500,Vic,Osona,93-8850975 /,olluis@hotmail.com,Clubs i Associacions Esportives,Futbol
02050,UNIO ESPORTIVA LA PALMA CERVELLO,"c/ Alberes, s/n",08756,"Palma de Cervelló, la",Baix Llobregat,/,,Clubs i Associacions Esportives,"Basquetbol, Futbol, Futbol sala (Futbol cinc)"
02051,C.F. UNIO-4,CASA SEBASTIAN,08259,Fonollosa,Bages,93-8737994 /,,Clubs i Associacions Esportives,Futbol
02053,UNIO ESPORTIVA TONA,"Jaume Balmes, 57",08551,Tona,Osona,93-8871844 /,uetona@uetona.cat,Clubs i Associacions Esportives,Futbol
02054,CLUB FUTBOL VILALLER,"Sant Climent, 9",25552,Vilaller,Alta Ribagorça,973-698017 /,,Clubs i Associacions Esportives,Futbol
02055,CLUB DE FUTBOL SORT,"PASSEIG ELS TIL LERS, S/N",25560,Sort,Pallars Sobirà,973-620080 /,,Clubs i Associacions Esportives,Futbol
02056,C.F. TORREFARRERA,"Lleida, 54",25123,Torrefarrera,Segrià,659305344 /,,Clubs i Associacions Esportives,Futbol
02057,UNION DEPORTIVA CIRERA,"Immaculada, 1",08304,Mataró,Maresme,93-7986658 /,info@udcirera.com,Clubs i Associacions Esportives,Futbol
02058,ALZAMORA CLUB FUTBOL,"Andreu Nin, 54",08016,Barcelona,Barcelonès,93-3538791 /,alzamora1948,Clubs i Associacions Esportives,Futbol
02059,ATLETICO DE SABADELL,"Padre Rodes, 11 bxos. 1a.",08208,Sabadell,Vallès Occidental,93-7167351 /,,Clubs i Associacions Esportives,Futbol
